x1,x2,y
3,1,52
1,8,84
6,1,50
1,7,92
5,8,42
4,6,66
5,1,60
6,0,58
2,0,54
3,5,87
5,7,82
6,5,94
3,6,41
1,3,69
6,5,45
3,5,52
7,2,90
2,7,81
7,6,40
1,7,97
8,8,75
5,8,50
4,5,92
1,8,58
8,2,55
5,6,94
4,3,72
7,5,41
6,8,57
9,4,77
1,1,72
5,9,46
4,8,54
2,6,60
5,6,67
4,0,66
4,1,56
1,5,75
5,0,41
8,1,58
4,7,56
9,1,58
7,5,67
8,5,41
6,4,69
4,6,71
6,2,45
2,0,78
5,9,96
7,4,93
2,1,65
7,8,85
5,6,94
5,9,55
9,5,43
3,0,98
2,5,80
7,4,86
9,5,95
1,7,44
4,2,71
2,5,69
8,0,86
2,4,75
3,7,80
5,8,79
2,0,69
6,8,53
7,2,65
8,4,79
2,2,81
7,3,70
3,8,82
3,3,79
6,9,71
9,7,69
1,6,70
4,7,84
8,7,93
8,9,71
4,6,98
4,1,62
6,6,56
7,3,43
7,3,85
6,8,57
4,8,95
5,1,42
1,8,44
7,0,64
4,7,92
1,3,67
9,0,96
1,1,57
9,6,44
4,9,96
7,5,86
8,0,69
2,8,72
8,2,44
5,1,53
8,6,93
1,0,71
9,7,64
1,4,75
8,6,91
7,7,97
4,0,91
1,9,96
6,6,45
2,9,67
8,1,47
3,9,80
3,7,93
5,1,49
6,4,89
4,1,72
9,8,56
6,0,93
4,0,49
5,5,61
7,8,85
5,4,96
4,7,40
4,9,93
7,1,41
4,0,77
6,2,75
5,5,44
5,7,55
7,4,62
6,6,95
6,0,69
7,7,87
2,1,47
2,5,92
6,8,47
3,2,47
7,1,99
6,4,75
2,2,87
9,4,57
7,9,69
1,3,84
9,7,97
6,7,67
2,4,75
8,2,97
3,1,41
6,5,60
6,0,73
2,9,90
2,9,61
4,6,77
1,3,48
2,1,40
8,6,67
6,8,73
8,2,52
3,8,46
9,7,63
3,9,95
1,1,91
9,8,86
5,1,79
6,8,41
5,8,81
9,7,77
5,7,61
5,9,63
6,2,40
9,6,88
3,7,95
7,8,76
7,1,92
1,0,97
8,3,61
3,1,58
7,8,76
4,7,72
8,0,89
1,9,56
8,5,49
3,2,63
7,4,50
1,1,75
8,0,78
2,7,69
4,8,80
4,9,87
2,5,97
5,1,81
1,5,69
6,6,93
3,3,62
3,8,69
6,0,64
7,9,84
2,1,81
7,7,85
1,7,61
4,2,51
7,9,98
7,1,73
7,3,65
7,1,98
3,0,57
9,8,50
1,1,57
4,9,91
1,3,51
7,1,75
4,0,66
3,8,63
7,6,59
1,6,81
5,6,88
8,4,90
4,7,75
1,5,44
4,9,79
2,3,71
4,2,43
4,8,90
6,3,60
7,8,47
2,5,66
1,1,48
9,1,96
3,4,76
6,5,46
4,8,70
6,0,77
3,5,95
8,7,92
2,7,77
4,9,84
6,4,97
2,3,64
2,5,60
8,8,79
7,4,55
5,9,62
1,2,99
7,0,46
6,8,48
9,3,78
2,0,83
2,1,54
2,1,52
9,0,78
7,6,75
4,5,44
7,8,67
2,1,71
3,5,58
8,9,68
8,5,99
5,6,70
3,4,67
4,7,50
6,3,70
6,3,42
9,5,55
5,9,94
7,8,82
2,1,83
5,9,79
1,7,64
9,6,43
1,6,40
3,4,49
9,1,59
8,8,93
1,1,95
9,8,67
4,5,87
4,7,49
7,9,89
9,1,52
8,0,52
4,3,61
5,5,85
5,7,86
2,9,97
4,6,49
1,8,78
9,6,86
7,5,63
1,9,85
6,6,59
4,6,59
7,4,59
6,7,90
5,9,56
6,3,67
6,1,59
6,2,86
4,3,83
3,7,52
6,7,80
4,7,48
2,2,40
6,6,96
1,5,84
9,9,98
3,1,87
7,8,52
3,3,97
5,3,80
6,3,94
6,2,73
7,9,41
3,8,50
4,3,48
3,7,56
3,8,75
2,0,50
2,4,81
5,4,52
4,3,56
1,2,64
3,9,79
3,7,69
6,5,87
8,9,77
8,7,65
5,3,42
5,2,77
3,8,60
1,8,85
4,1,81
5,3,99
5,9,40
6,5,69
5,2,89
7,3,96
8,5,49
8,7,45
9,5,52
2,2,72
3,7,66
2,1,96
1,1,91
7,2,53
6,2,49
1,7,70
7,0,49
1,6,45
3,0,88
3,4,66
7,6,68
3,1,47
3,5,69
2,4,65
3,1,70
6,8,47
1,6,94
8,2,44
1,0,76
4,8,79
1,8,77
8,6,44
8,0,64
2,6,96
2,2,82
1,5,49
2,7,77
9,6,53
9,1,79
4,7,47
9,5,59
2,7,84
1,0,62
3,7,88
2,0,70
8,7,88
4,6,79
4,2,68
4,0,87
7,4,69
6,1,41
3,4,94
7,9,84
5,7,50
4,3,87
7,8,77
6,7,85
3,0,76
9,3,84
7,9,54
1,1,71
1,5,54
7,3,84
7,2,56
1,3,67
3,6,62
8,3,49
2,7,50
7,3,65
2,6,77
5,9,56
5,6,56
8,2,72
7,5,70
7,7,58
3,6,83
2,7,76
7,6,83
1,6,51
8,5,69
8,3,78
6,2,81
1,4,82
5,6,92
6,5,98
4,0,59
2,9,70
4,4,81
9,8,58
7,4,49
9,4,74
7,5,88
3,8,42
3,8,46
9,8,40
9,6,43
3,4,50
3,4,52
5,7,90
8,5,53
6,2,90
9,5,98
6,5,68
3,7,48
9,4,80
9,4,42
6,4,64
7,9,62
1,6,62
8,3,90
3,5,59
4,3,64
3,2,72
5,9,59
9,8,82
7,2,78
6,5,78
8,0,77
6,3,50
9,0,95
9,5,53
5,2,96
1,4,43
4,0,46
4,2,58
1,5,77
1,9,47
7,0,47
9,7,62
3,4,46
7,8,64
3,9,86
3,5,87
6,2,92
6,5,86
8,4,94
1,4,87
2,5,87
5,8,92
2,9,84
3,5,40
8,9,95
1,4,86
2,1,85
4,4,89
1,9,92
3,1,57
6,8,58
1,9,96
4,0,61
6,0,82
8,9,81
6,2,46
8,8,89
8,8,46
6,8,66
4,0,61
7,2,74
4,5,80
7,0,84
7,5,97
3,6,61
8,0,60
9,6,71
5,4,48
9,1,94
2,4,67
9,3,96
3,5,69
5,4,41
2,6,68
4,5,78
8,5,45
5,8,93
1,6,86
5,2,85
9,0,85
1,0,75
3,3,94
4,9,61
3,5,83
5,1,44
1,3,55
2,1,72
2,6,68
9,9,67
9,1,49
1,7,97
2,1,43
4,9,53
8,6,45
5,2,94
1,4,88
6,2,82
7,9,61
9,0,76
1,3,51
8,6,76
2,1,51
4,3,95
6,7,93
8,8,72
4,0,61
6,9,79
1,4,95
6,3,62
6,5,73
4,8,80
4,5,92
4,7,57
3,5,81
2,0,55
7,2,72
9,2,76
6,6,83
3,1,95
5,1,99
7,2,93
8,1,93
9,6,78
2,5,94
6,5,42
3,8,91
5,9,91
4,8,85
6,3,46
1,5,53
3,7,75
5,7,89
3,4,84
3,0,54
9,3,91
8,4,52
4,8,57
6,8,46
3,3,64
8,2,89
5,0,51
2,2,61
7,0,78
6,4,70
3,0,86
8,5,46
3,7,92
6,4,86
3,3,52
9,3,87
2,2,93
6,5,68
2,7,49
8,2,60
5,9,47
9,8,50
7,5,96
8,9,79
6,1,43
5,4,91
3,5,42
4,4,59
1,9,70
7,5,40
7,7,57
9,5,72
6,1,87
9,0,52
2,6,95
5,5,52
1,9,46
6,7,83
3,3,81
3,1,61
8,6,64
6,6,76
7,7,54
5,7,85
6,5,59
1,0,55
5,9,74
8,4,45
5,2,52
1,0,51
4,8,53
3,9,56
5,8,54
4,3,78
9,5,83
7,4,46
2,5,59
4,3,50
9,9,56
6,9,45
3,3,66
1,8,43
5,2,62
1,9,87
5,7,87
3,4,73
2,9,89
8,1,68
7,0,90
4,1,69
8,3,93
7,7,87
3,7,90
3,9,98
9,2,47
6,6,88
1,4,68
4,6,83
3,7,53
4,2,87
9,9,69
6,1,74
2,3,98
4,0,95
1,3,48
4,5,43
2,5,51
9,9,56
8,0,74
9,9,88
6,6,55
3,8,63
9,4,99
9,5,78
2,5,84
2,1,84
3,1,43
3,5,60
9,8,50
5,2,60
1,0,75
2,8,64
5,6,51
7,2,91
7,4,89
7,7,81
4,1,64
5,1,55
4,8,48
3,5,48
9,1,98
5,7,89
6,5,59
4,4,40
1,9,65
6,8,44
2,8,88
6,9,40
1,1,91
1,3,43
5,1,52
7,3,99
7,6,43
7,8,71
6,4,85
4,0,64
4,4,61
5,0,69
3,2,82
8,1,46
8,6,71
3,4,62
9,8,56
9,9,76
4,0,80
9,6,96
4,4,66
9,9,45
8,7,85
7,8,87
5,5,55
7,7,44
2,5,89
1,4,97
9,7,61
5,7,65
4,5,71
8,3,90
5,0,74
7,6,59
1,9,42
7,2,76
7,6,47
2,8,40
4,8,45
4,1,79
3,8,66
1,5,46
3,7,40
2,5,87
9,5,51
2,3,51
6,6,44
5,0,58
1,0,91
2,1,70
1,9,78
2,7,44
2,9,75
1,0,91
8,1,75
1,5,77
5,3,53
4,3,40
9,1,84
6,3,44
3,1,95
6,2,70
9,4,80
1,1,43
3,1,80
3,9,73
1,0,67
2,8,43
1,4,48
1,6,49
1,0,86
4,8,56
4,4,70
2,4,41
2,2,96
9,8,52
2,3,89
8,7,72
3,9,52
8,1,54
5,5,98
3,4,93
2,5,60
6,5,43
5,8,54
8,2,48
1,1,55
6,6,74
1,6,96
8,2,48
1,3,76
3,1,98
9,7,75
6,6,56
8,8,42
3,5,54
7,4,98
1,6,82
9,9,44
4,0,81
7,8,69
1,7,78
1,7,92
9,7,65
2,1,52
2,8,40
1,7,81
7,3,57
5,1,51
3,4,96
2,8,43
4,6,62
9,4,81
5,8,57
2,3,43
8,5,70
3,5,42
1,5,69
5,2,59
6,2,87
1,6,44
4,4,93
4,1,90
9,5,46
3,1,41
6,5,86
7,7,86
3,9,66
5,9,68
6,7,78
7,0,41
7,4,93
3,4,79
3,1,53
1,1,42
1,4,52
6,1,72
2,7,50
2,5,81
1,0,67
8,4,88
2,4,63
1,2,83
6,9,89
3,0,50
8,6,78
7,9,68
4,7,70
7,3,73
9,8,67
7,3,84
7,0,46
9,9,56
3,3,54
7,2,46
9,9,64
4,8,92
1,6,71
2,9,98
3,1,74
1,8,63
2,1,65
7,7,89
5,2,66
3,9,46
6,5,42
3,6,73
9,8,55
1,1,50
4,9,63
9,6,74
5,8,99
4,0,88
8,1,58
8,0,49
8,8,83
3,5,72
5,1,61
4,0,96
1,9,68
5,1,78
5,5,77
3,5,83
9,3,63
5,7,95
7,2,96
7,0,60
8,3,86
7,1,44
2,5,94
3,8,89
7,2,51
1,2,47
3,7,80
3,2,97
5,4,74
7,4,58
5,2,70
1,2,73
8,0,56
8,1,53
6,3,91
5,8,41
7,2,92
3,4,70
7,0,62
8,0,75
3,0,79
6,6,58
6,1,82
5,3,52
4,2,53
8,7,85
6,5,69
3,1,46
8,6,98
9,3,64
5,6,71
6,0,43
3,9,71
7,9,89
3,9,86
7,9,84
4,7,72
7,5,66
8,8,85
8,7,59
1,5,83
1,8,98
6,4,49
4,8,48
9,7,83
9,9,52
3,0,85
1,3,63
6,1,71
8,2,79
4,6,79
7,0,47
3,1,74
6,2,86
7,2,72
6,9,80
3,8,55
5,1,75
4,0,69
9,4,79
3,9,91
7,7,43
5,7,95
3,3,72
5,6,56
2,1,52
9,5,92
2,1,76
2,7,85
9,8,83
2,4,49
4,9,62
9,3,82
7,9,46
4,9,66
6,5,42
4,6,48
7,1,75
6,3,77
8,3,76
9,4,67
4,2,46
2,8,84
6,5,66
7,4,96
4,0,42
6,0,90
3,5,96
7,0,45
6,2,99
5,9,66
1,3,79
6,7,42
4,0,88
9,5,54
6,3,80
4,9,86
1,8,69
4,7,87
1,5,42
8,3,62
1,8,76
9,0,73
4,1,95
1,3,91
5,0,67
5,4,47
9,1,77
9,3,64
5,6,64
4,0,53
1,3,48
9,1,47
5,6,83
5,4,90
7,3,55
6,6,84
4,6,61
1,5,50
3,5,41
2,8,82
9,7,84
7,9,84
3,6,66
5,7,43
3,4,45
6,0,98
7,6,42
7,8,44
7,8,44
7,5,47
6,5,64
8,4,80
5,8,92
4,8,60
4,9,97
1,4,43
2,7,95
8,5,90
3,2,46
9,9,41
9,9,63
3,3,63
6,5,89
8,8,90
7,3,51
4,0,91
3,1,50
4,6,59
2,4,58
9,7,67
9,9,57
5,2,87
8,5,41
9,6,85
6,9,64
3,8,65
2,3,78
8,2,77
4,4,49
7,4,52
9,8,64
6,4,47
4,0,41
4,6,66
4,2,81
3,7,58
2,2,78
3,3,53
4,5,98
2,5,81
6,8,41
4,1,98
5,0,70
9,1,51
6,3,77
6,2,59
3,5,98
2,6,83
5,9,53
7,8,99
5,5,85
4,9,45
2,9,81
1,9,72
9,6,54
9,2,46
8,0,41
2,9,70
8,2,51
8,6,76
2,6,66
8,5,69
7,6,64
5,9,92
1,4,49
9,1,56
9,6,86
2,3,87
8,2,49
9,8,97
3,8,62
7,4,62
5,5,62
5,0,53
2,3,80
9,3,58
5,3,83
2,1,72
6,0,76
5,0,67
8,8,56
2,9,49
5,5,97
6,1,94
4,5,90
4,5,72
4,7,95
2,4,67
7,0,74
1,3,55
5,9,67
3,7,44
2,6,54
8,9,63
3,0,74
8,4,56
7,7,74
9,7,52
4,1,89
5,0,58
9,9,63
6,5,72
9,1,54
5,1,79
6,7,68
9,3,79
8,7,90
4,7,48
6,8,45
4,4,54
7,1,47
9,2,61
3,0,44
1,2,57
1,3,64
1,2,51
4,7,40
6,5,97
6,4,84
6,0,49
7,3,42
4,5,49
3,6,80
7,8,46
9,0,77
2,5,45
6,5,59
2,6,59
5,7,84
8,5,89
2,3,57
6,7,56
2,4,78
7,7,41
3,4,98
5,3,73
5,8,42
8,8,84
5,7,96
2,2,68
1,1,78
9,0,59
1,9,70
6,8,97
4,0,98
2,7,91
1,6,50
3,0,99
3,9,81
8,3,77
5,3,70
3,0,92
7,8,57
8,9,71
2,2,61
2,5,42
6,2,73
5,6,77
3,2,47
9,3,87
9,6,52
3,3,44
9,6,42
6,6,47
8,0,75
2,1,65
4,0,86
8,0,40
3,8,82
7,6,70
4,9,75
3,2,96
8,9,94
6,5,89
6,8,49
1,8,41
9,1,63
4,7,97
9,2,85
3,3,54
7,5,41
4,8,73
4,4,59
1,4,79
2,5,94
9,4,67
7,6,63
7,3,69
5,2,56
7,5,78
5,5,71
3,7,64
7,8,90
5,6,80
1,0,49
8,1,94
6,5,43
3,1,49
1,7,98
1,5,85
1,1,58
9,7,56
7,3,64
1,9,67
5,2,42
1,9,87
2,6,66
6,5,86
5,4,43
1,0,66
8,8,70
5,4,71
1,5,76
3,6,74
9,1,87
9,7,52
8,5,97
9,5,79
4,3,67
9,9,87
6,5,59
8,3,71
3,1,80
4,4,64
3,0,65
9,3,90
6,7,75
7,6,59
7,8,76
4,3,95
4,4,74
4,3,46
6,4,69
1,5,99
7,7,80
7,7,91
5,0,79
8,4,45
7,7,74
5,1,95
2,2,84
6,7,86
1,2,55
6,2,70
9,6,50
5,4,57
5,6,40
1,6,40
8,0,98
6,1,77
9,2,81
5,2,76
7,0,87
2,4,69
3,2,62
8,8,44
2,6,70
5,5,81
9,5,57
8,4,93
9,0,73
1,6,90
2,9,64
8,7,90
3,6,54
5,9,83
7,7,66
6,8,76
7,0,93
5,3,77
6,5,41
4,0,45
4,2,75
9,3,54
7,0,71
6,2,45
1,9,86
8,2,77
1,1,95
7,6,47
2,5,52
5,0,79
2,7,67
7,8,47
8,3,70
3,5,58
3,7,73
8,4,66
9,8,63
8,1,96
9,5,63
2,0,89
5,7,67
8,9,71
6,7,69
2,7,89
8,5,71
1,1,69
9,5,92
8,3,96
8,8,92
6,9,74
5,4,85
4,2,42
4,2,96
5,6,46
4,5,52
8,4,76
4,8,80
2,8,54
6,9,58
2,2,50
2,0,43
5,4,48
2,6,85
6,1,59
8,1,45
4,5,44
7,9,88
9,8,83
3,6,94
5,4,70
9,4,45
7,0,64
8,8,46
2,8,63
5,9,47
7,9,79
6,1,51
5,4,61
7,1,89
3,0,64
2,1,90
1,4,86
6,6,74
1,3,75
7,2,41
9,1,47
1,2,47
7,1,71
1,5,99
4,9,83
4,7,58
4,5,77
9,9,70
6,6,82
2,1,69
7,0,83
6,6,63
6,2,92
7,8,93
2,0,45
4,1,68
2,0,80
5,0,84
2,4,60
7,9,97
6,6,84
4,1,44
8,1,61
8,5,56
2,7,95
9,7,63
3,1,62
9,4,77
5,9,43
8,3,73
1,5,87
6,1,65
4,9,57
2,3,68
7,6,64
8,1,78
7,2,90
4,6,93
7,5,73
7,8,76
6,9,99
3,8,77
2,9,62
2,3,96
5,1,77
2,0,92
6,7,49
5,5,91
5,0,73
8,1,70
1,0,77
3,4,49
3,8,99
9,5,90
7,8,92
5,9,46
2,0,48
8,6,95
8,9,61
9,5,85
5,8,76
6,5,73
5,3,97
8,1,64
4,6,73
2,9,57
5,5,66
4,1,69
9,5,64
7,4,52
8,1,53
5,6,87
5,3,57
1,4,69
3,3,71
4,8,99
9,6,69
1,1,72
2,7,72
8,7,62
5,3,94
4,4,58
2,1,48
1,0,89
3,2,97
7,6,54
9,5,41
8,9,66
9,5,94
9,2,51
2,2,69
5,6,52
7,4,74
6,0,86
1,7,51
1,7,93
8,0,67
7,7,70
5,2,54
7,2,90
1,7,52
6,7,97
3,2,75
7,1,67
5,6,73
9,7,80
7,0,44
3,8,74
1,3,82
2,9,54
5,9,60
1,3,54
2,8,88
5,8,54
2,2,91
9,4,46
8,7,40
8,8,99
4,0,87
1,1,44
4,7,98
8,7,70
4,4,83
3,0,77
8,7,97
2,8,53
1,3,93
5,2,90
2,9,79
6,9,64
5,2,74
1,5,76
6,3,81
9,6,56
9,1,41
7,1,81
5,8,56
7,8,87
7,7,45
6,3,51
4,3,68
7,7,85
9,0,58
8,4,92
4,6,84
3,2,92
2,6,46
5,6,70
6,7,58
3,4,83
9,8,94
5,4,45
5,7,57
7,2,58
1,0,97
3,6,73
7,6,43
9,2,97
9,1,78
9,5,99
4,6,43
5,9,90
6,3,63
7,5,78
5,4,49
6,2,79
7,2,40
8,0,53
6,2,82
3,1,91
4,6,56
4,4,44
2,8,57
2,8,42
3,9,73
1,4,59
4,1,41
2,7,68
9,4,58
7,6,41
7,6,74
7,6,45
5,1,67
8,2,48
8,3,41
3,2,62
9,7,77
4,8,73
3,5,97
4,5,74
3,8,91
2,7,46
9,2,93
5,7,69
4,9,75
6,6,83
4,3,83
9,1,98
4,8,73
3,1,63
6,4,91
9,5,66
2,4,71
5,4,97
5,7,85
7,7,67
8,1,97
7,6,40
4,3,70
3,7,91
9,1,80
1,9,75
5,0,48
1,6,81
6,3,85
4,3,67
1,8,97
4,5,52
4,4,81
6,0,75
4,8,82
2,3,78
7,1,54
4,6,66
8,3,71
4,6,49
1,9,88
7,2,90
9,7,78
9,6,88
4,9,99
6,5,81
8,7,82
8,4,93
5,5,48
6,6,54
5,4,60
4,5,53
4,2,65
6,1,55
2,6,63
7,0,62
2,7,97
5,0,70
4,3,75
8,7,87
5,3,51
4,5,59
9,2,91
8,2,59
1,7,47
2,3,42
1,3,82
3,6,41
5,8,90
5,6,56
6,9,89
4,5,85
1,6,98
4,7,44
2,4,59
3,5,77
5,9,43
7,7,55
9,3,80
6,9,55
7,7,44
5,2,45
1,4,94
2,2,80
9,8,82
7,2,62
3,5,93
8,1,93
9,7,55
6,5,89
3,7,91
4,6,66
6,4,60
5,2,77
9,6,41
2,8,70
2,4,68
6,5,98
7,9,68
8,6,73
6,0,59
9,2,84
8,1,80
6,5,78
2,4,83
1,8,46
8,6,74
7,9,97
6,8,66
4,9,96
6,9,42
1,2,74
9,7,69
9,8,54
7,4,99
6,8,45
4,4,49
8,5,84
6,4,62
8,9,98
6,6,88
8,7,59
4,7,91
4,6,55
7,8,61
3,5,47
6,0,45
4,8,47
1,8,85
3,7,51
9,3,63
3,4,73
2,8,95
5,7,96
6,9,96
1,2,52
3,3,84
3,3,68
9,5,48
3,1,77
7,1,75
2,3,67
7,3,72
5,8,43
5,7,42
6,5,97
2,9,79
6,7,47
5,3,48
9,9,53
2,4,68
1,3,76
1,2,84
9,7,58
2,4,92
9,5,50
6,3,60
3,4,41
5,1,66
6,3,53
6,4,74
4,0,80
1,5,42
5,2,70
3,7,53
3,6,68
1,8,51
1,0,58
4,1,74
2,1,50
9,3,98
6,9,96
6,1,44
2,0,90
9,8,40
5,1,59
7,4,88
5,3,53
6,7,82
2,3,98
5,0,42
1,7,66
8,5,52
4,4,78
2,2,45
5,0,43
8,6,83
8,4,54
5,0,99
2,0,71
5,1,90
5,4,92
4,3,90
8,1,90
5,3,70
5,4,67
3,3,94
2,1,46
5,5,85
9,5,93
2,4,69
7,7,83
3,4,88
2,3,98
8,4,87
2,2,42
4,5,63
9,9,69
7,1,92
1,6,57
3,6,80
5,0,58
1,9,80
5,1,89
2,2,56
7,5,81
1,8,95
8,6,97
6,9,81
5,2,52
7,0,43
3,2,59
2,7,51
2,5,73
6,4,47
8,9,88
8,9,95
8,2,83
6,9,40
6,4,42
8,0,87
5,0,81
2,6,90
1,8,81
9,5,92
3,4,40
5,0,52
5,1,58
3,4,46
9,7,56
9,9,69
1,9,70
6,9,97
9,0,82
9,5,71
8,5,70
7,3,91
8,8,93
2,3,72
9,6,47
1,7,64
3,5,53
7,3,53
5,6,48
6,6,70
3,5,45
2,3,45
6,5,72
7,5,58
3,7,54
5,8,60
8,4,54
8,0,48
9,4,89
4,7,54
2,8,68
3,2,78
7,5,56
8,8,83
3,4,56
8,7,47
9,6,89
8,8,40
4,2,89
1,5,75
5,4,95
7,4,87
2,3,61
1,0,54
3,2,98
7,8,51
1,6,90
3,9,67
5,7,86
1,3,94
1,6,87
7,6,95
8,7,40
5,7,96
9,9,66
6,8,63
2,5,48
6,4,99
8,8,42
5,2,72
1,2,65
5,8,45
5,6,96
8,7,56
6,0,91
9,8,62
6,7,57
9,9,87
7,7,41
6,3,78
4,5,96
9,4,93
8,5,43
5,3,52
4,2,87
4,1,77
4,4,57
8,2,81
8,9,68
7,6,94
9,9,87
5,2,89
5,4,89
8,9,46
9,7,87
4,2,84
6,0,61
5,3,64
1,7,67
7,9,92
6,6,93
8,6,61
2,0,71
6,6,71
8,7,94
8,6,84
7,6,73
5,3,99
8,6,94
4,8,66
9,6,74
3,7,87
8,7,56
2,5,64
4,4,77
1,9,80
7,9,88
5,7,82
5,0,52
3,7,68
4,1,58
9,9,45
6,0,93
3,4,57
8,4,76
1,0,57
8,4,96
3,1,97
3,8,75
2,2,65
1,3,41
6,3,55
9,3,88
8,9,60
9,1,43
7,6,88
5,9,63
6,8,42
5,0,89
6,3,71
6,1,48
3,9,87
5,0,44
1,1,91
5,5,50
6,3,43
2,4,97
8,6,45
1,9,78
2,1,63
4,3,67
7,9,91
8,0,99
9,4,93
9,0,58
1,6,69
7,8,60
2,7,83
9,5,60
7,3,82
4,6,65
2,1,54
4,5,58
5,7,98
8,3,87
5,5,60
9,2,49
1,1,51
8,7,61
1,8,70
7,6,49
6,7,74
2,9,81
1,7,45
5,0,55
3,9,77
1,7,44
6,3,44
6,8,44
4,3,89
5,8,54
4,2,83
7,1,95
7,8,71
6,9,97
8,3,82
1,8,54
5,1,51
8,6,66
5,3,97
8,2,76
4,9,49
9,4,44
6,1,65
6,6,82
9,3,78
9,7,60
6,1,74
8,7,92
8,3,78
8,0,48
3,8,86
8,9,90
8,8,75
9,9,62
6,7,55
7,8,76
1,7,67
5,7,67
9,2,88
9,2,92
8,2,47
9,9,79
7,0,88
1,8,88
5,0,72
9,5,95
6,8,66
4,4,51
1,3,60
2,2,45
3,1,88
3,6,65
4,3,91
5,3,76
8,6,49
8,8,76
8,0,45
4,4,65
4,9,78
3,8,63
7,0,73
1,0,96
7,8,58
6,0,56
6,9,44
2,0,66
3,9,95
9,8,80
3,1,95
4,0,73
3,3,73
1,5,74
9,8,45
2,6,95
1,1,79
6,4,94
4,4,89
3,3,65
8,4,48
1,6,62
5,7,83
2,3,66
8,3,63
9,9,90
5,7,92
2,1,47
3,2,43
6,3,43
8,7,98
1,7,54
1,6,47
3,4,67
6,9,91
5,6,62
9,0,40
4,3,91
8,9,47
1,6,53
8,1,70
5,5,65
3,0,86
5,6,53
5,2,51
7,8,84
5,3,60
3,0,49
6,9,95
9,6,62
4,3,68
3,3,57
5,5,86
1,8,75
7,7,72
8,6,50
1,3,60
5,7,49
1,2,63
1,9,81
3,0,51
9,1,64
2,2,55
8,3,56
6,4,92
7,1,69
2,6,41
2,4,52
6,1,73
6,7,59
6,1,88
2,6,80
3,7,49
7,8,40
9,1,85
6,3,97
3,7,61
9,4,87
9,4,44
2,9,71
7,8,93
5,5,91
8,7,71
5,2,88
1,7,50
5,0,99
8,3,95
5,8,90
2,7,86
8,0,51
7,9,91
3,8,43
6,9,63
3,9,84
6,7,65
9,7,54
4,8,42
3,4,94
8,7,66
2,7,71
6,7,84
1,3,49
4,3,96
9,7,83
2,3,47
4,0,46
8,1,69
9,0,52
1,8,75
6,9,95
5,0,61
4,9,63
3,1,48
6,4,98
5,7,47
8,6,82
5,3,59
7,1,96
2,7,87
1,0,47
5,9,55
5,6,83
9,2,68
4,4,85
8,3,97
7,0,92
7,9,80
1,8,52
4,1,63
5,4,48
8,6,57
1,5,45
9,4,78
8,6,45
5,7,50
1,3,44
2,6,76
9,2,83
3,2,78
8,4,54
8,1,67
2,2,40
9,3,57
5,5,93
4,5,69
4,2,97
6,1,41
3,0,63
9,8,82
5,2,63
7,6,45
5,3,87
4,5,54
5,0,62
9,8,54
4,0,44
1,3,74
3,4,43
1,9,48
6,0,87
2,1,72
4,2,52
9,8,99
6,3,73
9,1,59
2,8,80
7,2,43
5,6,92
2,9,66
7,3,59
5,5,57
9,8,44
8,7,84
4,6,49
1,3,49
8,7,69
7,1,55
2,6,49
1,1,65
7,1,84
8,1,89
9,0,73
8,0,63
6,0,94
3,6,84
2,3,92
2,6,87
8,0,84
5,5,42
4,2,79
1,3,48
6,8,41
6,0,46
4,0,52
2,3,75
6,1,44
1,6,96
9,2,56
8,3,99
3,1,86
6,5,59
8,1,68
9,8,96
1,3,99
3,6,61
2,5,54
6,2,75
9,4,65
4,2,84
7,0,84
7,1,52
2,6,87
8,1,71
7,2,53
6,6,63
1,4,80
1,5,51
1,2,80
7,8,46
6,9,52
5,3,78
6,8,91
8,0,45
4,1,44
1,8,52
3,0,58
1,4,75
7,1,53
6,7,71
5,9,94
1,2,69
9,4,41
8,6,48
5,1,85
8,0,42
4,5,52
3,0,65
6,1,45
9,1,76
2,2,59
1,9,76
8,2,47
2,4,55
5,5,58
3,6,80
8,4,75
5,1,68
8,9,43
4,8,51
4,7,88
1,7,71
5,2,93
2,2,81
1,9,55
6,2,47
3,0,76
4,4,40
9,6,93
6,0,65
2,7,71
1,2,98
1,4,95
1,2,81
6,4,54
9,9,43
5,0,99
9,3,42
8,3,82
2,7,50
6,7,76
3,5,94
9,3,52
4,7,50
9,8,77
9,6,96
2,8,77
2,1,43
8,6,49
5,0,59
4,2,85
6,6,99
2,5,95
4,6,47
5,7,70
6,9,53
7,5,79
8,9,73
7,1,44
2,0,89
6,9,76
8,0,78
7,8,66
4,2,69
7,0,88
4,9,44
6,1,64
3,1,41
1,9,94
3,3,83
4,0,41
7,5,73
9,8,86
2,3,53
8,5,79
8,7,69
4,5,71
6,6,73
6,4,82
5,8,63
1,4,55
3,0,49
1,2,85
1,0,78
5,3,55
9,3,57
9,3,44
7,5,52
9,6,57
4,5,91
7,0,91
8,8,91
1,9,65
5,4,66
3,8,86
7,3,56
4,4,81
9,7,66
4,0,99
9,8,48
7,1,86
1,9,94
9,5,73
8,8,87
8,2,76
7,4,51
6,8,61
9,2,40
1,9,63
6,4,43
8,9,85
1,6,61
6,8,83
9,8,65
5,2,69
2,0,85
6,2,93
4,2,82
3,7,43
4,3,97
7,0,46
9,4,89
8,9,67
8,0,40
6,5,46
1,6,52
2,4,40
1,6,78
1,9,91
7,1,43
